latitude,longitude,name
50.865966666666665,-0.08755,1
50.865966666666665,-0.08755,2
50.865966666666665,-0.08755,3
50.865966666666665,-0.08755,4
50.865966666666665,-0.08755,5
50.865966666666665,-0.08755,6
50.865966666666665,-0.08755,7
50.865966666666665,-0.08755,8
50.865966666666665,-0.08755,9
50.865966666666665,-0.08755,10
50.865966666666665,-0.08755,11
50.865966666666665,-0.08755,12
50.865966666666665,-0.08755,13
50.865966666666665,-0.08755,14
50.865966666666665,-0.08755,15
50.865966666666665,-0.08755,16
50.865966666666665,-0.08755,17
50.865966666666665,-0.08755,18
50.865966666666665,-0.08755,19
50.865966666666665,-0.08755,20
50.865966666666665,-0.08755,21
50.865966666666665,-0.08755,22
50.865966666666665,-0.08755,23
50.865966666666665,-0.08755,24
50.865966666666665,-0.08755,25
50.865966666666665,-0.08755,26
50.865966666666665,-0.08755,27
50.865966666666665,-0.08755,28
50.865966666666665,-0.08755,29
50.865966666666665,-0.08755,30
50.865966666666665,-0.08755,31
50.865966666666665,-0.08755,32
50.865966666666665,-0.08755,33
50.865966666666665,-0.08755,34
50.865966666666665,-0.08755,35
50.865966666666665,-0.08755,36
50.865966666666665,-0.08755,37
50.865966666666665,-0.08755,38
50.865966666666665,-0.08755,39
50.865966666666665,-0.08755,40
50.865966666666665,-0.08755,41
50.865966666666665,-0.08755,42
50.865966666666665,-0.08755,43
50.865966666666665,-0.08755,44
50.865966666666665,-0.08755,45
50.865966666666665,-0.08755,46
50.865966666666665,-0.08755,47
50.865966666666665,-0.08755,48
50.865966666666665,-0.08755,49
50.865966666666665,-0.08755,50
50.865966666666665,-0.08755,51
50.865966666666665,-0.08755,52
50.865966666666665,-0.08755,53
50.865966666666665,-0.08755,54
50.865966666666665,-0.08755,55
50.865966666666665,-0.08755,56
50.865966666666665,-0.08755,57
50.865966666666665,-0.08755,58
50.865966666666665,-0.08755,59
50.865966666666665,-0.08755,60
50.865966666666665,-0.08755,61
50.865966666666665,-0.08755,62
50.865966666666665,-0.08755,63
50.865966666666665,-0.08755,64
50.865966666666665,-0.08755,65
50.865966666666665,-0.08755,66
50.865966666666665,-0.08755,67
50.865966666666665,-0.08755,68
50.865966666666665,-0.08755,69
50.865966666666665,-0.08755,70
50.865966666666665,-0.08755,71
50.865966666666665,-0.08755,72
50.865966666666665,-0.08755,73
50.865966666666665,-0.08755,74
50.865966666666665,-0.08755,75
50.865966666666665,-0.08755,76
50.865966666666665,-0.08755,77
50.865966666666665,-0.08755,78
50.865966666666665,-0.08755,79
50.865966666666665,-0.08755,80
50.865966666666665,-0.08755,81
50.865966666666665,-0.08755,82
50.865966666666665,-0.08755,83
50.865966666666665,-0.08755,84
50.865966666666665,-0.08755,85
50.865966666666665,-0.08755,86
50.865966666666665,-0.08755,87
50.865966666666665,-0.08755,88
50.865966666666665,-0.08755,89
50.865966666666665,-0.08755,90
50.865966666666665,-0.08755,91
50.865966666666665,-0.08755,92
50.865966666666665,-0.08755,93
50.865966666666665,-0.08755,94
50.865966666666665,-0.08755,95
50.865966666666665,-0.08755,96
50.865966666666665,-0.08755,97
50.865966666666665,-0.08755,98
50.865966666666665,-0.08755,99
50.865966666666665,-0.08755,100
50.865966666666665,-0.08755,101
50.865966666666665,-0.08755,102
50.865966666666665,-0.08755,103
50.865966666666665,-0.08755,104
50.865966666666665,-0.08755,105
50.865966666666665,-0.08755,106
50.865966666666665,-0.08755,107
50.865966666666665,-0.08755,108
50.865966666666665,-0.08755,109
50.865966666666665,-0.08755,110
50.865966666666665,-0.08755,111
50.865966666666665,-0.08755,112
50.865966666666665,-0.08755,113
50.865966666666665,-0.08755,114
50.865966666666665,-0.08755,115
50.865966666666665,-0.08755,116
50.865966666666665,-0.08755,117
50.865966666666665,-0.08755,118
50.865966666666665,-0.08755,119
50.865966666666665,-0.08755,120
50.865966666666665,-0.08755,121
50.865966666666665,-0.08755,122
50.865966666666665,-0.08755,123
50.865966666666665,-0.08755,124
50.865966666666665,-0.08755,125
50.865966666666665,-0.08755,126
50.865966666666665,-0.08755,127
50.865966666666665,-0.08755,128
50.865966666666665,-0.08755,129
50.865966666666665,-0.08755,130
50.865966666666665,-0.08755,131
50.865966666666665,-0.08755,132
50.865966666666665,-0.08755,133
50.865966666666665,-0.08755,134
50.865966666666665,-0.08755,135
50.865966666666665,-0.08755,136
50.865966666666665,-0.08755,137
50.865966666666665,-0.08755,138
50.865966666666665,-0.08755,139
50.865966666666665,-0.08755,140
50.865966666666665,-0.08755,141
50.865966666666665,-0.08755,142
50.865966666666665,-0.08755,143
50.865966666666665,-0.08755,144
50.865966666666665,-0.08755,145
50.865966666666665,-0.08755,146
50.865966666666665,-0.08755,147
50.865966666666665,-0.08755,148
50.865966666666665,-0.08755,149
50.865966666666665,-0.08755,150
50.865966666666665,-0.08755,151
50.865966666666665,-0.08755,152
50.865966666666665,-0.08755,153
50.865966666666665,-0.08755,154
50.865966666666665,-0.08755,155
50.865966666666665,-0.08755,156
50.865966666666665,-0.08755,157
50.865966666666665,-0.08755,158
50.865966666666665,-0.08755,159
50.865966666666665,-0.08755,160
50.865966666666665,-0.08755,161
50.865966666666665,-0.08755,162
50.865966666666665,-0.08755,163
50.865966666666665,-0.08755,164
50.865966666666665,-0.08755,165
50.865966666666665,-0.08755,166
50.865966666666665,-0.08755,167
50.865966666666665,-0.08755,168
50.865966666666665,-0.08755,169
50.865966666666665,-0.08755,170
50.865966666666665,-0.08755,171
50.865966666666665,-0.08755,172
50.865966666666665,-0.08755,173
50.865966666666665,-0.08755,174
50.865966666666665,-0.08755,175
50.865966666666665,-0.08755,176
50.865966666666665,-0.08755,177
50.865966666666665,-0.08755,178
50.865966666666665,-0.08755,179
50.865966666666665,-0.08755,180
50.865966666666665,-0.08755,181
50.865966666666665,-0.08755,182
50.865966666666665,-0.08755,183
50.865966666666665,-0.08755,184
50.865966666666665,-0.08755,185
50.865966666666665,-0.08755,186
50.865966666666665,-0.08755,187
50.865966666666665,-0.08755,188
50.865966666666665,-0.08755,189
50.865966666666665,-0.08755,190
50.865966666666665,-0.08755,191
50.865966666666665,-0.08755,192
50.865966666666665,-0.08755,193
50.865966666666665,-0.08755,194
50.865966666666665,-0.08755,195
50.865966666666665,-0.08755,196
50.865966666666665,-0.08755,197
50.865966666666665,-0.08755,198
50.865966666666665,-0.08755,199
50.865966666666665,-0.08755,200
50.865966666666665,-0.08755,201
50.865966666666665,-0.08755,202
